Single_ent,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct
['jake'],me,0,0.33,incorrect,harry,0,0.22,incorrect,harry,0,0.22,incorrect
['jake'],west,0,0.25,incorrect,ucla,0,0.25,incorrect,ucla,0,0.25,incorrect
['anna'],stiles,0,0.0,incorrect,west,0,0.0,incorrect,west,0,0.0,incorrect
['anna'],isaac,0,0.44,incorrect,veronica,0,0.33,incorrect,veronica,0,0.33,incorrect
"['john', 'wayne', 'john wayne']",florida,0,0.24,incorrect,singapore,0,0.32,incorrect,singapore,0,0.32,incorrect
['anna'],edward,0,0.2,incorrect,justin,0,0.2,incorrect,justin,0,0.2,incorrect
['anna'],kim kardashian,0,0.22,incorrect,west,0,0.0,incorrect,west,0,0.0,incorrect
['conan'],bill,0,0.0,incorrect,norman,0,0.55,incorrect,norman,0,0.55,incorrect
['anna'],assistant,0,0.31,incorrect,john,0,0.25,incorrect,john,0,0.25,incorrect
['jake'],cal,0,0.29,incorrect,brad pitt,0,0.15,incorrect,brad pitt,0,0.15,incorrect
['jake'],weston's,0,0.17,incorrect,weston,0,0.2,incorrect,weston,0,0.2,incorrect
['conan'],wes,0,0.0,incorrect,west,0,0.0,incorrect,west,0,0.0,incorrect
['jake'],yuki,0,0.25,incorrect,jack,0,0.75,correct,jack,0,0.75,correct
['anna'],julia,0,0.22,incorrect,indonesia,0,0.46,incorrect,indonesia,0,0.46,incorrect
['anna'],janice,0,0.4,incorrect,miss piggy,0,0.0,incorrect,miss piggy,0,0.0,incorrect
['anna'],julia,0,0.22,incorrect,wanderer,0,0.33,incorrect,wanderer,0,0.33,incorrect
['anna'],julia,0,0.22,incorrect,van gogh,0,0.33,incorrect,van gogh,0,0.33,incorrect
['anna'],mr. darcy,0,0.15,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect
['anna'],indonesian,0,0.43,incorrect,pulau,0,0.22,incorrect,pulau,0,0.22,incorrect
['anna'],veronica,0,0.33,incorrect,janet,0,0.44,incorrect,janet,0,0.44,incorrect
['jake'],kim kardashian,0,0.11,incorrect,heidi montag,0,0.12,incorrect,heidi montag,0,0.12,incorrect
"['nelson', 'jenny', 'jenny nelson']",michael jackson,0,0.48,incorrect,kim kardashian,0,0.23,incorrect,kim kardashian,0,0.23,incorrect
['anna'],olivia,0,0.2,incorrect,britney,0,0.18,incorrect,britney,0,0.18,incorrect
['anna'],mr. darcy,0,0.15,incorrect,yuki,0,0.0,incorrect,yuki,0,0.0,incorrect
['anna'],olivia,0,0.2,incorrect,maya,0,0.5,incorrect,maya,0,0.5,incorrect
['babe'],not provided,0,0.12,incorrect,"kim kardashian, kanye west",0,0.13,incorrect,"kim kardashian, kanye west",0,0.13,incorrect
['anna'],kim kardashian,0,0.22,incorrect,insurance,0,0.31,incorrect,insurance,0,0.31,incorrect
"['anna', 'green', 'anna green']",those who don't,0,0.2,incorrect,passengers,0,0.4,incorrect,passengers,0,0.4,incorrect
['anna'],victoria,0,0.17,incorrect,christian,0,0.31,incorrect,christian,0,0.31,incorrect
['anna'],the woman,0,0.31,incorrect,spa,0,0.29,incorrect,spa,0,0.29,incorrect
['anna'],rebecca,0,0.18,incorrect,janet,0,0.44,incorrect,janet,0,0.44,incorrect
['anna'],camilla,0,0.36,incorrect,tracy,0,0.22,incorrect,tracy,0,0.22,incorrect
"['anna', 'green', 'anna green']",kermit,0,0.18,incorrect,miss piggy,0,0.2,incorrect,miss piggy,0,0.2,incorrect
['anna'],camilla,0,0.36,incorrect,vivian maier,0,0.38,incorrect,vivian maier,0,0.38,incorrect
['anna'],kim,0,0.0,incorrect,seattle,0,0.18,incorrect,seattle,0,0.18,incorrect
['anna'],she,0,0.0,incorrect,tiny,0,0.25,incorrect,tiny,0,0.25,incorrect
['anna'],emma,0,0.25,incorrect,britney,0,0.18,incorrect,britney,0,0.18,incorrect
['jake'],lyra,0,0.25,incorrect,power,0,0.22,incorrect,power,0,0.22,incorrect
['anna'],amelia,0,0.4,incorrect,chloe,0,0.0,incorrect,chloe,0,0.0,incorrect
"['kellan', 'mckellan', 'kellan mckellan']",weston weston,0,0.36,incorrect,weston,0,0.33,incorrect,weston,0,0.33,incorrect
['anna'],olivia,0,0.2,incorrect,attendant,0,0.46,incorrect,attendant,0,0.46,incorrect
['anna'],west,0,0.0,incorrect,west,0,0.0,incorrect,west,0,0.0,incorrect
['gede'],name not provided in the passage,0,0.17,incorrect,spa fish,0,0.0,incorrect,spa fish,0,0.0,incorrect
['janet'],joan rivers,0,0.5,incorrect,brigitte bardot,0,0.2,incorrect,brigitte bardot,0,0.2,incorrect
['anna'],marlene,0,0.36,incorrect,my mother-in-law,0,0.2,incorrect,my mother-in-law,0,0.2,incorrect
['janet'],jack,0,0.44,incorrect,don,0,0.25,incorrect,don,0,0.25,incorrect
['anna'],harry,0,0.22,incorrect,seungri,0,0.18,incorrect,seungri,0,0.18,incorrect
['gede'],edward,0,0.4,incorrect,esme isle,0,0.31,incorrect,esme isle,0,0.31,incorrect
['anna'],christian,0,0.31,incorrect,west,0,0.0,incorrect,west,0,0.0,incorrect
['anna'],brad,0,0.25,incorrect,brad pitt,0,0.15,incorrect,brad pitt,0,0.15,incorrect
['anna'],not specified,0,0.12,incorrect,kim kardashian,0,0.22,incorrect,kim kardashian,0,0.22,incorrect
['anna'],green-hyphen-weston,0,0.17,incorrect,robin,0,0.22,incorrect,robin,0,0.22,incorrect
['jake'],dean,0,0.25,incorrect,liars,0,0.22,incorrect,liars,0,0.22,incorrect
['jake'],weston,0,0.2,incorrect,weston,0,0.2,incorrect,weston,0,0.2,incorrect
['anna'],scarlett,0,0.17,incorrect,britney,0,0.18,incorrect,britney,0,0.18,incorrect
['anna'],veronica,0,0.33,incorrect,john locke,0,0.14,incorrect,john locke,0,0.14,incorrect
['jake'],dean,0,0.25,incorrect,jack,0,0.75,correct,jack,0,0.75,correct
['jake'],connor,0,0.0,incorrect,james,0,0.67,incorrect,james,0,0.67,incorrect
['anna'],kim kardashian,0,0.22,incorrect,kim kardashian,0,0.22,incorrect,kim kardashian,0,0.22,incorrect
['anna'],britney,0,0.18,incorrect,david nixon,0,0.4,incorrect,david nixon,0,0.4,incorrect
['janet'],ms. kwan,0,0.31,incorrect,professors,0,0.13,incorrect,professors,0,0.13,incorrect
['alex'],charlie,0,0.55,incorrect,jeff bezos,0,0.14,incorrect,jeff bezos,0,0.14,incorrect
['alex'],howard,0,0.2,incorrect,samson,0,0.2,incorrect,samson,0,0.2,incorrect
['alex'],greg,0,0.25,incorrect,therapist,0,0.15,incorrect,therapist,0,0.15,incorrect
['alex'],frank morgan,0,0.12,incorrect,wizard,0,0.2,incorrect,wizard,0,0.2,incorrect
['alex'],he,0,0.33,incorrect,west,0,0.25,incorrect,west,0,0.25,incorrect
['alex'],west,0,0.25,incorrect,west,0,0.25,incorrect,west,0,0.25,incorrect
['anna'],emma,0,0.25,incorrect,monumental face leg,0,0.26,incorrect,monumental face leg,0,0.26,incorrect
['anna'],effy,0,0.0,incorrect,my father,0,0.15,incorrect,my father,0,0.15,incorrect
['anna'],india,0,0.44,incorrect,jesus,0,0.0,incorrect,jesus,0,0.0,incorrect
['anna'],anna,1,1.0,correct,she's,0,0.0,incorrect,she's,0,0.0,incorrect
['anna'],bob,0,0.0,incorrect,,0,0.57,incorrect,,0,0.57,incorrect
['anna'],valerie,0,0.18,incorrect,veronica,0,0.33,incorrect,veronica,0,0.33,incorrect
['alex'],anna,0,0.25,incorrect,anna's,0,0.2,incorrect,anna's,0,0.2,incorrect
['anna'],yuki,0,0.0,incorrect,,0,0.57,incorrect,,0,0.57,incorrect
['eko'],kim,0,0.33,incorrect,reef,0,0.29,incorrect,reef,0,0.29,incorrect
['alex'],brad,0,0.25,incorrect,paunch,0,0.2,incorrect,paunch,0,0.2,incorrect
['alex'],veruca,0,0.2,incorrect,idiot,0,0.0,incorrect,idiot,0,0.0,incorrect
['anna'],her,0,0.0,incorrect,bobbi kristina,0,0.22,incorrect,bobbi kristina,0,0.22,incorrect
['alex'],anna,0,0.25,incorrect,anna,0,0.25,incorrect,anna,0,0.25,incorrect
['alex'],officer,0,0.18,incorrect,unanswerable,0,0.38,incorrect,unanswerable,0,0.38,incorrect
['anna'],grace,0,0.22,incorrect,west,0,0.0,incorrect,west,0,0.0,incorrect
['anna'],our father,0,0.14,incorrect,john,0,0.25,incorrect,john,0,0.25,incorrect
['alex'],jonah,0,0.22,incorrect,chris,0,0.0,incorrect,chris,0,0.0,incorrect
['anna'],unknown,0,0.36,incorrect,martha,0,0.4,incorrect,martha,0,0.4,incorrect
['anna'],unnamed,0,0.55,incorrect,ice,0,0.0,incorrect,ice,0,0.0,incorrect
['anna'],marie,0,0.22,incorrect,tom,0,0.0,incorrect,tom,0,0.0,incorrect
['anna'],carrie,0,0.2,incorrect,harry,0,0.22,incorrect,harry,0,0.22,incorrect
['mel'],name_of_roommate,0,0.21,incorrect,price,0,0.25,incorrect,price,0,0.25,incorrect
['janet'],jordan,0,0.55,incorrect,lenox,0,0.2,incorrect,lenox,0,0.2,incorrect
['ray'],forbes,0,0.22,incorrect,steve forbes,0,0.13,incorrect,steve forbes,0,0.13,incorrect
['alex'],jeff bezos,0,0.14,incorrect,don,0,0.0,incorrect,don,0,0.0,incorrect
"['anna', 'green', 'anna green']",norman,0,0.4,incorrect,massage,0,0.47,incorrect,massage,0,0.47,incorrect
['janet'],countess dracula,0,0.19,incorrect,dracula,0,0.17,incorrect,dracula,0,0.17,incorrect
['reagan'],unnamed girl,0,0.22,incorrect,boots,0,0.0,incorrect,boots,0,0.0,incorrect
['reagan'],lucas,0,0.18,incorrect,my,0,0.0,incorrect,my,0,0.0,incorrect
['ray'],others,0,0.22,incorrect,julia,0,0.25,incorrect,julia,0,0.25,incorrect
['grandpa'],charles,0,0.14,incorrect,jonbenet ramsey,0,0.18,incorrect,jonbenet ramsey,0,0.18,incorrect
['mel'],west,0,0.29,incorrect,residual,0,0.36,incorrect,residual,0,0.36,incorrect
['ray'],mr. darcy,0,0.5,incorrect,porcelain,0,0.33,incorrect,porcelain,0,0.33,incorrect
