Single_ent,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct
['serena'],drusilla,0,0.29,incorrect,caregivers,0,0.25,incorrect,caregivers,0,0.25,incorrect
['serena'],emily,0,0.18,incorrect,kim kardashian,0,0.2,incorrect,kim kardashian,0,0.2,incorrect
['vampyre'],were council,0,0.21,incorrect,donald trump,0,0.32,incorrect,donald trump,0,0.32,incorrect
['lark'],malcolm,0,0.18,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['cal'],unspecified,0,0.14,incorrect,folder,0,0.22,incorrect,folder,0,0.22,incorrect
['vampyres'],dracula,0,0.13,incorrect,raymond carver,0,0.36,incorrect,raymond carver,0,0.36,incorrect
['vampyres'],humans,0,0.29,incorrect,charles darwin,0,0.36,incorrect,charles darwin,0,0.36,incorrect
['davenport'],william bradford,0,0.24,incorrect,john winthrop,0,0.18,incorrect,john winthrop,0,0.18,incorrect
['davenport'],leodegar,0,0.35,incorrect,jeff sessions,0,0.18,incorrect,jeff sessions,0,0.18,incorrect
['vampyres'],talaxians,0,0.24,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['abel'],samuel,0,0.6,incorrect,tom,0,0.0,incorrect,tom,0,0.0,incorrect
['roscoe'],colin,0,0.36,incorrect,weres,0,0.36,incorrect,weres,0,0.36,incorrect
['roscoe'],quorra,0,0.17,incorrect,abraham,0,0.15,incorrect,abraham,0,0.15,incorrect
['serena'],pierce,0,0.5,incorrect,drake,0,0.36,incorrect,drake,0,0.36,incorrect
['vampyre'],alpha,0,0.33,incorrect,alpha,0,0.33,incorrect,alpha,0,0.33,incorrect
['serena'],,0,0.44,incorrect,box,0,0.0,incorrect,box,0,0.0,incorrect
['vampyres'],edward,0,0.29,incorrect,shiva,0,0.31,incorrect,shiva,0,0.31,incorrect
['essen'],unnamed,0,0.17,incorrect,mr. grimsby,0,0.12,incorrect,mr. grimsby,0,0.12,incorrect
['davenport'],john winthrop,0,0.18,incorrect,governor,0,0.59,incorrect,governor,0,0.59,incorrect
['vampyre'],planetary,0,0.25,incorrect,not specified in the passage,0,0.11,incorrect,not specified in the passage,0,0.11,incorrect
['serena'],elvira,0,0.5,incorrect,julia,0,0.18,incorrect,julia,0,0.18,incorrect
['moreland'],edward,0,0.43,incorrect,raymond chandler,0,0.42,incorrect,raymond chandler,0,0.42,incorrect
['moreland'],john,0,0.33,incorrect,no name mentioned,0,0.32,incorrect,no name mentioned,0,0.32,incorrect
['vampyre'],changeling,0,0.24,incorrect,edward,0,0.31,incorrect,edward,0,0.31,incorrect
['moreland'],john,0,0.33,incorrect,john,0,0.33,incorrect,john,0,0.33,incorrect
['moreland'],lucas,0,0.31,incorrect,charlie,0,0.27,incorrect,charlie,0,0.27,incorrect
