Single_ent,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct
['peter'],john,0,0.0,incorrect,mr. darcy,0,0.14,incorrect,mr. darcy,0,0.14,incorrect
['peter'],kevin,0,0.2,incorrect,adorably,0,0.15,incorrect,adorably,0,0.15,incorrect
['daphne'],julia,0,0.18,incorrect,ke$ha,0,0.18,incorrect,ke$ha,0,0.18,incorrect
['peter'],brad pitt,0,0.29,incorrect,our wedding,0,0.12,incorrect,our wedding,0,0.12,incorrect
['dorner'],mr. pignati,0,0.24,incorrect,mr. wilson,0,0.25,incorrect,mr. wilson,0,0.25,incorrect
['petra'],spicoli,0,0.17,incorrect,stoner,0,0.36,incorrect,stoner,0,0.36,incorrect
['peter'],unknown,0,0.0,incorrect,click,0,0.0,incorrect,click,0,0.0,incorrect
['daphne'],harry,0,0.18,incorrect,edward,0,0.33,incorrect,edward,0,0.33,incorrect
['peter'],unknown,0,0.0,incorrect,chris jericho,0,0.22,incorrect,chris jericho,0,0.22,incorrect
['peter'],olivia,0,0.0,incorrect,,0,0.0,incorrect,,0,0.0,incorrect
['daph'],mr. darcy,0,0.31,incorrect,mr. darcy,0,0.31,incorrect,mr. darcy,0,0.31,incorrect
['peter'],mark,0,0.22,incorrect,mac,0,0.0,incorrect,mac,0,0.0,incorrect
['peter'],jack,0,0.0,incorrect,paul walker,0,0.38,incorrect,paul walker,0,0.38,incorrect
['peter'],jonathan adler,0,0.32,incorrect,san francisco,0,0.11,incorrect,san francisco,0,0.11,incorrect
['arham'],chuck,0,0.2,incorrect,elon musk,0,0.14,incorrect,elon musk,0,0.14,incorrect
['fontana'],triplet's name,0,0.29,incorrect,pack,0,0.18,incorrect,pack,0,0.18,incorrect
['renesmee'],chelsea,0,0.4,incorrect,julian,0,0.14,incorrect,julian,0,0.14,incorrect
['landon'],patron services assistant,0,0.19,incorrect,thrills,0,0.15,incorrect,thrills,0,0.15,incorrect
['peter'],husband,0,0.0,incorrect,walter,0,0.55,incorrect,walter,0,0.55,incorrect
['peter'],edward,0,0.36,incorrect,tom,0,0.25,incorrect,tom,0,0.25,incorrect
"['edvard munch', 'edvard', 'munch']",edvard munch,1,1.0,correct,edvard munch,1,1.0,correct,edvard munch,1,1.0,correct
['peter'],calvin,0,0.0,incorrect,calculus,0,0.0,incorrect,calculus,0,0.0,incorrect
['peter'],jack,0,0.0,incorrect,dr. christian troy,0,0.17,incorrect,dr. christian troy,0,0.17,incorrect
