Single_ent,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct
"['ruth', 'crawford', 'ruth crawford']",people magazine,0,0.14,incorrect,david geffen,0,0.2,incorrect,david geffen,0,0.2,incorrect
['mark'],butler,0,0.2,incorrect,flattered,0,0.31,incorrect,flattered,0,0.31,incorrect
['butch'],tommy lee jones,0,0.1,incorrect,warren,0,0.0,incorrect,warren,0,0.0,incorrect
['crawford'],ms. krieger,0,0.21,incorrect,pop,0,0.18,incorrect,pop,0,0.18,incorrect
['dave'],nowheresville,0,0.24,incorrect,flannery o'connor,0,0.19,incorrect,flannery o'connor,0,0.19,incorrect
['butch'],elvis presley,0,0.0,incorrect,michael jackson,0,0.2,incorrect,michael jackson,0,0.2,incorrect
['alden'],unnamed,0,0.33,incorrect,boys,0,0.0,incorrect,boys,0,0.0,incorrect
['carmody'],pop,0,0.2,incorrect,pop's,0,0.17,incorrect,pop's,0,0.17,incorrect
"['ruth', 'crawford', 'ruth crawford']",norma,0,0.31,incorrect,korner,0,0.29,incorrect,korner,0,0.29,incorrect
"['ruth', 'crawford', 'ruth crawford']",paris hilton,0,0.25,incorrect,covid,0,0.46,incorrect,covid,0,0.46,incorrect
['crawford'],ms. smith,0,0.0,incorrect,ms. fields,0,0.22,incorrect,ms. fields,0,0.22,incorrect
['dave'],harold,0,0.2,incorrect,derby,0,0.44,incorrect,derby,0,0.44,incorrect
['dave'],john,0,0.0,incorrect,harley-davidson,0,0.32,incorrect,harley-davidson,0,0.32,incorrect
"['butch', 'uncle butch', 'uncle']",lawrence,0,0.46,incorrect,warhol,0,0.18,incorrect,warhol,0,0.18,incorrect
['hathaway'],mrs. smith,0,0.22,incorrect,barbara roberts,0,0.26,incorrect,barbara roberts,0,0.26,incorrect
['butch'],mr. tumnus,0,0.13,incorrect,wood,0,0.0,incorrect,wood,0,0.0,incorrect
"['robert', 'johnson', 'robert johnson']",robert johnson,1,1.0,correct,devil,0,0.18,incorrect,devil,0,0.18,incorrect
['ruth'],martha,0,0.6,incorrect,pop,0,0.0,incorrect,pop,0,0.0,incorrect
['carmody'],harlan coben,0,0.32,incorrect,janet jackson,0,0.2,incorrect,janet jackson,0,0.2,incorrect
