Single_ent,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
['montag'],phoenix,0,0.31,incorrect,harry potter,0,0.22,incorrect,matlho,0,0.33,incorrect,phakalane,0,0.13,incorrect,phoenix,0,0.31,incorrect,marie,0,0.36,incorrect,flora,0,0.36,incorrect,jenaa,0,0.36,incorrect,caecilians,0,0.12,incorrect,antananarivo,0,0.33,incorrect,phoenix,0,0.31,incorrect,harry potter,0,0.22,incorrect,phakalane,0,0.13,incorrect,marie,0,0.36,incorrect,jenaa,0,0.36,incorrect,antananarivo,0,0.33,incorrect,salamanca,0,0.4,incorrect,phoenix,0,0.31,incorrect,leonardo da vinci,0,0.26,incorrect,orhan veli kanik,0,0.27,incorrect,phuong hoang,0,0.44,incorrect,emma,0,0.4,incorrect,leonardo da vinci,0,0.26,incorrect,yunus emre,0,0.12,incorrect,phoenix,0,0.31,incorrect,orhan veli kanik,0,0.27,incorrect,emma,0,0.4,incorrect,yunus emre,0,0.12,incorrect
['montag'],george floyd,0,0.22,incorrect,firefighters,0,0.11,incorrect,thabo molefe,0,0.22,incorrect,monate,0,0.67,incorrect,charles de gaulle,0,0.17,incorrect,te ua,0,0.36,incorrect,bomb,0,0.2,incorrect,bmbaarii,0,0.29,incorrect,antananarivo,0,0.33,incorrect,antananarivo,0,0.33,incorrect,lesli,0,0.0,incorrect,firefighters,0,0.11,incorrect,monate,0,0.67,incorrect,te ua,0,0.36,incorrect,bmbaarii,0,0.29,incorrect,antananarivo,0,0.33,incorrect,house,0,0.18,incorrect,unspecified,0,0.12,incorrect,ypres,0,0.0,incorrect,osama bin laden,0,0.29,incorrect,giap,0,0.2,incorrect,blackett,0,0.14,incorrect,yukarida,0,0.14,incorrect,bin laden,0,0.27,incorrect,unspecified,0,0.12,incorrect,osama bin laden,0,0.29,incorrect,blackett,0,0.14,incorrect,bin laden,0,0.27,incorrect
['montag'],adam,0,0.2,incorrect,james brown,0,0.35,incorrect,matlho,0,0.33,incorrect,matlho,0,0.33,incorrect,te ariki,0,0.29,incorrect,te ariki,0,0.29,incorrect,bebii ddiisii,0,0.0,incorrect,bddh'aa saansk,0,0.1,incorrect,andriamanelo,0,0.22,incorrect,japan,0,0.18,incorrect,israel,0,0.17,incorrect,james brown,0,0.35,incorrect,matlho,0,0.33,incorrect,te ariki,0,0.29,incorrect,bddh'aa saansk,0,0.1,incorrect,japan,0,0.18,incorrect,dr. jekyll,0,0.0,incorrect,woman,0,0.36,incorrect,ibrahim,0,0.15,incorrect,nazik,0,0.36,incorrect,pham van dong,0,0.42,incorrect,madame defarge,0,0.3,incorrect,ali,0,0.22,incorrect,ilhan,0,0.18,incorrect,woman,0,0.36,incorrect,nazik,0,0.36,incorrect,madame defarge,0,0.3,incorrect,ilhan,0,0.18,incorrect
['montag'],anthony,0,0.31,incorrect,thomas,0,0.33,incorrect,mathiba,0,0.46,incorrect,lebogang mashile,0,0.27,incorrect,te hapara,0,0.27,incorrect,te fatata,0,0.27,incorrect,big beth,0,0.14,incorrect,big bethdd',0,0.12,incorrect,amadou hampate ba,0,0.35,incorrect,french,0,0.17,incorrect,john calvin,0,0.35,incorrect,thomas,0,0.33,incorrect,lebogang mashile,0,0.27,incorrect,te fatata,0,0.27,incorrect,big bethdd',0,0.12,incorrect,french,0,0.17,incorrect,mr. quelch,0,0.12,incorrect,mr. bertrams,0,0.33,incorrect,meursault,0,0.27,incorrect,ataturk,0,0.31,incorrect,pham van dong,0,0.42,incorrect,nguyen du,0,0.27,incorrect,asaf karabudak,0,0.1,incorrect,ismet pasa kutuphanesi,0,0.21,incorrect,mr. bertrams,0,0.33,incorrect,ataturk,0,0.31,incorrect,nguyen du,0,0.27,incorrect,ismet pasa kutuphanesi,0,0.21,incorrect
['montag'],oliver goldsmith,0,0.18,incorrect,wole soyinka,0,0.33,incorrect,david livingstone,0,0.17,incorrect,paris,0,0.18,incorrect,charles,0,0.15,incorrect,marie,0,0.36,incorrect,allaahbaad,0,0.12,incorrect,big brdr,0,0.14,incorrect,amadou hampate ba,0,0.35,incorrect,henrietta,0,0.4,incorrect,empa,0,0.4,incorrect,wole soyinka,0,0.33,incorrect,paris,0,0.18,incorrect,marie,0,0.36,incorrect,big brdr,0,0.14,incorrect,henrietta,0,0.4,incorrect,bradbury,0,0.14,incorrect,george orwell,0,0.21,incorrect,orhan pamuk,0,0.35,incorrect,hayir.,0,0.17,incorrect,sebastian,0,0.27,incorrect,tran hung dao,0,0.32,incorrect,orhan pamuk,0,0.35,incorrect,john,0,0.4,incorrect,george orwell,0,0.21,incorrect,hayir.,0,0.17,incorrect,tran hung dao,0,0.32,incorrect,john,0,0.4,incorrect
['montag'],wole soyinka,0,0.33,incorrect,disney,0,0.17,incorrect,paulus kgosana,0,0.3,incorrect,segno,0,0.18,incorrect,te ariki,0,0.29,incorrect,haapape,0,0.15,incorrect,elijaa bethel,0,0.11,incorrect,phaayrhaaus,0,0.12,incorrect,andriamanelo,0,0.22,incorrect,andriamanitra,0,0.42,incorrect,matome,0,0.33,incorrect,disney,0,0.17,incorrect,segno,0,0.18,incorrect,haapape,0,0.15,incorrect,phaayrhaaus,0,0.12,incorrect,andriamanitra,0,0.42,incorrect,chet,0,0.2,incorrect,firehouse,0,0.13,incorrect,istiklal,0,0.29,incorrect,istanbul,0,0.29,incorrect,pham van dong,0,0.42,incorrect,hitler,0,0.17,incorrect,istiklal caddesi,0,0.18,incorrect,istiklal mahkemesi,0,0.17,incorrect,firehouse,0,0.13,incorrect,istanbul,0,0.29,incorrect,hitler,0,0.17,incorrect,istiklal mahkemesi,0,0.17,incorrect
['montag'],twitter,0,0.15,incorrect,janitorial,0,0.38,incorrect,inspector gadget,0,0.36,incorrect,cecile mapodisi,0,0.19,incorrect,te ariki,0,0.29,incorrect,te te mea,0,0.27,incorrect,charlie,0,0.15,incorrect,beljiym,0,0.15,incorrect,janitorial,0,0.38,incorrect,police,0,0.17,incorrect,mapolesa,0,0.43,incorrect,janitorial,0,0.38,incorrect,cecile mapodisi,0,0.19,incorrect,te te mea,0,0.27,incorrect,beljiym,0,0.15,incorrect,police,0,0.17,incorrect,beatty,0,0.17,incorrect,martha,0,0.5,incorrect,jack,0,0.2,incorrect,janitor,0,0.31,incorrect,victor,0,0.17,incorrect,phan thiet,0,0.25,incorrect,polat,0,0.36,incorrect,ali riza bey,0,0.11,incorrect,martha,0,0.5,incorrect,janitor,0,0.31,incorrect,phan thiet,0,0.25,incorrect,ali riza bey,0,0.11,incorrect
['montag'],usain bolt,0,0.25,incorrect,shakib al hasan,0,0.1,incorrect,mathibelle,0,0.25,incorrect,matante,0,0.46,incorrect,te ariki,0,0.29,incorrect,te'i,0,0.2,incorrect,shakib al hasan,0,0.1,incorrect,bibiisiisii,0,0.0,incorrect,cricket,0,0.15,incorrect,andriamahazo,0,0.22,incorrect,ho o,0,0.2,incorrect,shakib al hasan,0,0.1,incorrect,matante,0,0.46,incorrect,te'i,0,0.2,incorrect,bibiisiisii,0,0.0,incorrect,andriamahazo,0,0.22,incorrect,miss gwenda,0,0.35,incorrect,agnes,0,0.36,incorrect,madame defarge,0,0.3,incorrect,madame de villefort,0,0.24,incorrect,scrooge,0,0.31,incorrect,thai thuy,0,0.27,incorrect,marie antoinette,0,0.36,incorrect,madame de tourvel,0,0.17,incorrect,agnes,0,0.36,incorrect,madame de villefort,0,0.24,incorrect,thai thuy,0,0.27,incorrect,madame de tourvel,0,0.17,incorrect
['montag'],william golding,0,0.38,incorrect,wo owo,0,0.17,incorrect,tiiso ya botshelela,0,0.24,incorrect,matante,0,0.46,incorrect,harry houdini,0,0.21,incorrect,te ariki,0,0.29,incorrect,big'le,0,0.17,incorrect,delk,0,0.0,incorrect,charles perrault,0,0.09,incorrect,charles dickens,0,0.1,incorrect,david,0,0.18,incorrect,wo owo,0,0.17,incorrect,matante,0,0.46,incorrect,te ariki,0,0.29,incorrect,delk,0,0.0,incorrect,charles dickens,0,0.1,incorrect,stephen dedalus,0,0.19,incorrect,harry houdini,0,0.21,incorrect,baron maupertuis,0,0.27,incorrect,ali baba,0,0.14,incorrect,valjean,0,0.15,incorrect,victor frankenstein,0,0.24,incorrect,ali cepni,0,0.13,incorrect,ali,0,0.22,incorrect,harry houdini,0,0.21,incorrect,ali baba,0,0.14,incorrect,victor frankenstein,0,0.24,incorrect,ali,0,0.22,incorrect
"['beatty—', 'beatty']",william tyndale,0,0.29,incorrect,oba,0,0.44,incorrect,matante,0,0.46,incorrect,mathibelle,0,0.25,incorrect,king louis xiv,0,0.0,incorrect,te arikinui tapairu,0,0.24,incorrect,baabel,0,0.33,incorrect,brkhsn,0,0.17,incorrect,robinson crusoe,0,0.19,incorrect,andriamahazo,0,0.11,incorrect,lebogang morake,0,0.19,incorrect,oba,0,0.44,incorrect,mathibelle,0,0.25,incorrect,te arikinui tapairu,0,0.24,incorrect,brkhsn,0,0.17,incorrect,andriamahazo,0,0.11,incorrect,mr. harris,0,0.12,incorrect,library,0,0.46,incorrect,nimrod,0,0.0,incorrect,babylon,0,0.46,incorrect,inspector bucket,0,0.27,incorrect,nguyen du,0,0.13,incorrect,enlil,0,0.18,incorrect,nebojsa,0,0.31,incorrect,library,0,0.46,incorrect,babylon,0,0.46,incorrect,nguyen du,0,0.13,incorrect,nebojsa,0,0.31,incorrect
