Single_ent,st_results,st_exact_match,st_highest_fuzzy_match,st_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
"['alicia', 'alice']",haile selassie,0,0.42,incorrect,lebogang,0,0.31,incorrect,thomas,0,0.18,incorrect,atlantic ocean,0,0.53,incorrect,david livingstone,0,0.36,incorrect,phuthadikobo,0,0.24,incorrect,robert louis stevenson,0,0.22,incorrect,ekalesia,0,0.57,incorrect,becaaraa ttoms,0,0.2,incorrect,beljiym,0,0.33,incorrect,galileo galilei,0,0.4,incorrect,galileo,0,0.67,incorrect,lebogang,0,0.31,incorrect,atlantic ocean,0,0.53,incorrect,phuthadikobo,0,0.24,incorrect,ekalesia,0,0.57,incorrect,beljiym,0,0.33,incorrect,galileo,0,0.67,incorrect,alice,1,1.0,correct,green gables,0,0.35,incorrect,edith,0,0.2,incorrect,flaubert,0,0.31,incorrect,agatha,0,0.33,incorrect,hoang duc dinh,0,0.3,incorrect,el jardinerito,0,0.32,incorrect,don quijote,0,0.25,incorrect,green gables,0,0.35,incorrect,flaubert,0,0.31,incorrect,hoang duc dinh,0,0.3,incorrect,don quijote,0,0.25,incorrect
"['alicia', 'alice']",kepler,0,0.36,incorrect,god,0,0.0,incorrect,george floyd,0,0.12,incorrect,charles dickens,0,0.5,incorrect,madikizela-mandela,0,0.33,incorrect,thabo mbeki,0,0.25,incorrect,te rangi hiroa,0,0.4,incorrect,tape'a,0,0.36,incorrect,redddditt,0,0.14,incorrect,beljiym,0,0.33,incorrect,lewis carroll,0,0.42,incorrect,jesus,0,0.2,incorrect,god,0,0.0,incorrect,charles dickens,0,0.5,incorrect,thabo mbeki,0,0.25,incorrect,tape'a,0,0.36,incorrect,beljiym,0,0.33,incorrect,jesus,0,0.2,incorrect,alice,1,1.0,correct,drink of hogwarts,0,0.17,incorrect,locke,0,0.6,incorrect,insaat,0,0.33,incorrect,agatha,0,0.33,incorrect,nguyen du,0,0.14,incorrect,clarisse,0,0.46,incorrect,don quesito,0,0.12,incorrect,drink of hogwarts,0,0.17,incorrect,insaat,0,0.33,incorrect,nguyen du,0,0.14,incorrect,don quesito,0,0.12,incorrect
"['alicia', 'alice']",winnie,0,0.36,incorrect,madame defarge,0,0.21,incorrect,white rabbit,0,0.24,incorrect,agatha christie,0,0.3,incorrect,mathibelle,0,0.4,incorrect,montse mogale,0,0.33,incorrect,te ariki,0,0.43,incorrect,te henua 'aki,0,0.22,incorrect,baabu,0,0.36,incorrect,baabr,0,0.36,incorrect,white queen,0,0.25,incorrect,paris,0,0.4,incorrect,madame defarge,0,0.21,incorrect,agatha christie,0,0.3,incorrect,montse mogale,0,0.33,incorrect,te henua 'aki,0,0.22,incorrect,baabr,0,0.36,incorrect,paris,0,0.4,incorrect,alice,1,1.0,correct,miss de bourgh,0,0.21,incorrect,charles,0,0.5,incorrect,charles,0,0.5,incorrect,pham van dong,0,0.21,incorrect,tran quoc tuan,0,0.3,incorrect,jane,0,0.44,incorrect,winnie-the-pooh,0,0.2,incorrect,miss de bourgh,0,0.21,incorrect,charles,0,0.5,incorrect,tran quoc tuan,0,0.3,incorrect,winnie-the-pooh,0,0.2,incorrect
"['alicia', 'alice']",white rabbit,0,0.24,incorrect,roberts,0,0.17,incorrect,alice,1,1.0,correct,mo,0,0.0,incorrect,marie antoinette,0,0.29,incorrect,jafta,0,0.36,incorrect,te ariki,0,0.43,incorrect,te ariki,0,0.43,incorrect,aarkittektt eddms,0,0.27,incorrect,leb,0,0.5,incorrect,lewis carroll,0,0.42,incorrect,jesus,0,0.2,incorrect,roberts,0,0.17,incorrect,mo,0,0.0,incorrect,jafta,0,0.36,incorrect,te ariki,0,0.43,incorrect,leb,0,0.5,incorrect,jesus,0,0.2,incorrect,alice,1,1.0,correct,me,0,0.29,incorrect,ismet,0,0.4,incorrect,istanbul,0,0.31,incorrect,mr. fox,0,0.0,incorrect,thuy tinh,0,0.14,incorrect,white rabbit,0,0.24,incorrect,creme de menthe,0,0.2,incorrect,me,0,0.29,incorrect,istanbul,0,0.31,incorrect,thuy tinh,0,0.14,incorrect,creme de menthe,0,0.2,incorrect
"['alicia', 'alice']",thabo mokhele,0,0.33,incorrect,thomas,0,0.18,incorrect,confucius,0,0.27,incorrect,thomas edison,0,0.22,incorrect,thabo mbeki,0,0.25,incorrect,thabo maseko,0,0.24,incorrect,te arikinui ariiriki,0,0.31,incorrect,te arikinui ariki mere,0,0.29,incorrect,gulaab jaamun,0,0.21,incorrect,becainii,0,0.43,incorrect,andriamanelo,0,0.35,incorrect,christy,0,0.31,incorrect,thomas,0,0.18,incorrect,thomas edison,0,0.22,incorrect,thabo maseko,0,0.24,incorrect,te arikinui ariki mere,0,0.29,incorrect,becainii,0,0.43,incorrect,christy,0,0.31,incorrect,alice,1,1.0,correct,marilla,0,0.46,incorrect,acaba hangisi olacak?,0,0.3,incorrect,haydar,0,0.33,incorrect,pham van toan,0,0.21,incorrect,pham van donh,0,0.21,incorrect,la bruja,0,0.29,incorrect,manuel,0,0.36,incorrect,marilla,0,0.46,incorrect,haydar,0,0.33,incorrect,pham van donh,0,0.21,incorrect,manuel,0,0.36,incorrect
['dodo'],matete,0,0.0,incorrect,matlou,0,0.2,incorrect,adams,0,0.22,incorrect,idris elba,0,0.14,incorrect,matante bathabile dlamini,0,0.07,incorrect,thabo maseko,0,0.25,incorrect,jack,0,0.0,incorrect,te arikinui tuimalealiifano,0,0.06,incorrect,bluuph'in,0,0.0,incorrect,besrkles,0,0.0,incorrect,andriamahazo,0,0.25,incorrect,antananarivo,0,0.12,incorrect,matlou,0,0.2,incorrect,idris elba,0,0.14,incorrect,thabo maseko,0,0.25,incorrect,te arikinui tuimalealiifano,0,0.06,incorrect,besrkles,0,0.0,incorrect,antananarivo,0,0.12,incorrect,president,0,0.15,incorrect,adjournment,0,0.27,incorrect,italya,0,0.0,incorrect,ataturk,0,0.0,incorrect,pham van donh,0,0.24,incorrect,nguyen van thieu,0,0.0,incorrect,presidente,0,0.14,incorrect,carlos maza,0,0.13,incorrect,adjournment,0,0.27,incorrect,ataturk,0,0.0,incorrect,nguyen van thieu,0,0.0,incorrect,carlos maza,0,0.13,incorrect
"['alicia', 'alice']",william wilberforce,0,0.33,incorrect,ho,0,0.0,incorrect,john,0,0.0,incorrect,oloye obafemi awolowo,0,0.22,incorrect,matante batho,0,0.22,incorrect,jan kemp,0,0.31,incorrect,charles baudelaire,0,0.35,incorrect,te maeva,0,0.31,incorrect,big brdr,0,0.15,incorrect,ttokyo,0,0.0,incorrect,marie-antoine careme,0,0.32,incorrect,ambohimanga,0,0.35,incorrect,ho,0,0.0,incorrect,oloye obafemi awolowo,0,0.22,incorrect,jan kemp,0,0.31,incorrect,te maeva,0,0.31,incorrect,ttokyo,0,0.0,incorrect,ambohimanga,0,0.35,incorrect,little dorrit,0,0.33,incorrect,miss murdstone,0,0.21,incorrect,charlie bucket,0,0.53,incorrect,seker,0,0.2,incorrect,charlie bucket,0,0.53,incorrect,phan ke bi,0,0.27,incorrect,la senora de tortosa,0,0.16,incorrect,confiteria,0,0.38,incorrect,miss murdstone,0,0.21,incorrect,seker,0,0.2,incorrect,phan ke bi,0,0.27,incorrect,confiteria,0,0.38,incorrect
"['alicia', 'alice']",tom,0,0.0,incorrect,thom,0,0.0,incorrect,john steinbeck,0,0.21,incorrect,agnes,0,0.4,incorrect,jan smuts,0,0.14,incorrect,lebogang mashile,0,0.29,incorrect,te ariki,0,0.43,incorrect,king tutankhamun,0,0.18,incorrect,thimbule,0,0.31,incorrect,gnbhiir ghttnaa,0,0.29,incorrect,harry houdini,0,0.32,incorrect,josephine baker,0,0.2,incorrect,thom,0,0.0,incorrect,agnes,0,0.4,incorrect,lebogang mashile,0,0.29,incorrect,king tutankhamun,0,0.18,incorrect,gnbhiir ghttnaa,0,0.29,incorrect,josephine baker,0,0.2,incorrect,miss pettingill,0,0.2,incorrect,miss bates,0,0.27,incorrect,ipek,0,0.44,incorrect,ataturk,0,0.31,incorrect,miss trunchbull,0,0.2,incorrect,giua,0,0.4,incorrect,don quixote,0,0.25,incorrect,don quixote,0,0.25,incorrect,miss bates,0,0.27,incorrect,ataturk,0,0.31,incorrect,giua,0,0.4,incorrect,don quixote,0,0.25,incorrect
"['alicia', 'alice']",matseliso moeti,0,0.4,incorrect,matante,0,0.33,incorrect,oriire,0,0.36,incorrect,olusegun obasanjo,0,0.18,incorrect,matome,0,0.36,incorrect,lebogang mojapelo,0,0.18,incorrect,te arikinui ariiriki,0,0.31,incorrect,te aua'e,0,0.31,incorrect,baabuul bnd naamk,0,0.26,incorrect,baabaa jii,0,0.38,incorrect,merlin,0,0.36,incorrect,merlin,0,0.36,incorrect,matante,0,0.33,incorrect,olusegun obasanjo,0,0.18,incorrect,lebogang mojapelo,0,0.18,incorrect,te aua'e,0,0.31,incorrect,baabaa jii,0,0.38,incorrect,merlin,0,0.36,incorrect,alice,1,1.0,correct,madame sul-tewiss,0,0.27,incorrect,ismet inonu,0,0.25,incorrect,ipek,0,0.44,incorrect,scrooge,0,0.33,incorrect,phan ke anh,0,0.25,incorrect,la princesa,0,0.5,incorrect,botellita de cristal,0,0.38,incorrect,madame sul-tewiss,0,0.27,incorrect,ipek,0,0.44,incorrect,phan ke anh,0,0.25,incorrect,botellita de cristal,0,0.38,incorrect
"['alicia', 'alice']",booatla,0,0.46,incorrect,abraham,0,0.31,incorrect,oliver goldsmith,0,0.29,incorrect,oloye obafemi awolowo,0,0.22,incorrect,arabs,0,0.36,incorrect,jan van riebeeck,0,0.29,incorrect,paul gauguin,0,0.35,incorrect,te ariki,0,0.43,incorrect,ddonkttr siopor,0,0.1,incorrect,bigbs,0,0.2,incorrect,robinson,0,0.15,incorrect,andriamanitra,0,0.42,incorrect,abraham,0,0.31,incorrect,oloye obafemi awolowo,0,0.22,incorrect,jan van riebeeck,0,0.29,incorrect,te ariki,0,0.43,incorrect,bigbs,0,0.2,incorrect,andriamanitra,0,0.42,incorrect,alice,1,1.0,correct,miss smith,0,0.25,incorrect,ataturk,0,0.31,incorrect,kitapcilar,0,0.5,incorrect,pham van donh,0,0.21,incorrect,tran hung dao,0,0.21,incorrect,lucia,0,0.73,correct,don quijote,0,0.25,incorrect,miss smith,0,0.25,incorrect,kitapcilar,0,0.5,incorrect,tran hung dao,0,0.21,incorrect,don quijote,0,0.25,incorrect
