en_first_half,en_second_half,en_word_count,en_results_raw
"“I think I’m all set here,” he says, and lol of course he isn’t going","to kiss me. “But if I forgot anything, you can have Jake come pick it up.”",31,"to admit it, but I can tell by the way he's fidgeting with his backpack straps that he's still got a few things on his mind. We're standing outside the dorm, and I can see the faint glow of the city lights reflecting off the wet pavement. It's been a long day, and I'm ready to call it a night, but I know he's not going to let me get away that easily. ""Hey, you sure you're good?"" I ask, trying to sound casual, but he just gives me a curt nod and starts walking away. I sigh and follow after him, my eyes scanning the deserted quad as we make our way back to our rooms. The night air is crisp and cool, filled with the scent of damp earth and new beginnings. I can feel the weight of the semester settling in around us, the pressure to perform and produce, but for now, at least, we're just two guys trying to make it through the night."
"Jake: younger brother to West (and only slightly less good-looking) and that type of college friend who knows everything about my life at UCLA but has never met my father, who lives only an hour away.","Jake introduced me to West; now Jake will be my sole remaining connection to West. The thought makes me a little sad, but then I remember I have the couch and T-virus zombies waiting for me inside.",73,"He's the kind of friend who knows my favorite coffee order, my go-to study spots, and the names of all my past relationships, but has never set foot in my childhood home or met the people who raised me. It's a strange dynamic, but one that I've grown accustomed to over the years. Despite the distance between our hometown and the university, Jake has become a constant presence in my life, always ready with advice or a listening ear whenever I need it. His easygoing nature and quick wit have a way of putting me at ease, even on my most stressful days. And although he may not know my family, he's become a part of my extended family in his own way, a connection that transcends blood ties and geography."
"“You, too.” West smiles that eye-crinkling smile again, and","damn, I really wish I’d seen it more. “Bye, Anna.”",19,"he leans in, his voice taking on a conspiratorial tone as he says, ""I've been thinking, we should grab some dinner sometime, just the two of us, and catch up on old times."" His eyes sparkle with mischief, and for a moment, it's like no time has passed at all, and they're back to their old routine, swapping stories and laughter like they used to."
"I feel her attention move from the empty apartment to the side of my face, and when I smile","over at her, her blue eyes are round with worry. “Holy shit, Anna, I had no idea. Are you okay?”",39,"she smiles back, and for a moment, the emptiness of the apartment is filled with the warmth of our shared amusement. Her eyes sparkle with curiosity, and I can sense her trying to read between the lines, to understand what's behind my smile. I lean against the counter, my eyes never leaving hers, and begin to tell her the story of how I came to be standing in this empty apartment, with nothing but a suitcase by my side and a heart full of hope. As I speak, her expression changes from curiosity to surprise, and finally, to understanding, and I know that I've found a kindred spirit, someone who sees the beauty in the unknown and the freedom in starting anew."
"“That is wonderful news, sweetheart! Oh, I’m so thrilled! Why don’t you fly down to John Wayne the night","before, stay at the house, and we’ll all take the plane over together? The flight to Singapore is a bear.”",39,"before your birthday and we can celebrate together? I was thinking we could go out for dinner at that new restaurant you've been wanting to try, and then maybe catch a movie or a show. I'll make all the arrangements, just let me know what time your flight gets in. And don't forget to pack your favorite outfit, I want to see you looking your absolute best. I just can't wait to give you a big hug and hear all about everything that's been going on in your life. It feels like it's been ages since we've had a chance to spend some quality time together, just the two of us. I'm really looking forward to it, darling!"
"“Anna?” he says, like he’s not entirely sure, and then does a full top-to-bottom sweep of my body, which recalls the lack of pants.","When he digs his hand into his luscious head of hair, I forget to be embarrassed again, because it all comes back to me.",48,"His eyes widen slightly, and he takes a step back, his gaze lingering on my legs before he looks away, clearing his throat. ""I, uh, I didn't expect to see you like that,"" he says, his voice low and rough, and I can feel my face heat up with embarrassment. I try to play it cool, but my hands instinctively move to cover myself, which only makes me feel more ridiculous. ""I was just, uh, getting ready for bed,"" I say, trying to sound nonchalant, but my voice comes out high and awkward. He nods, still not looking at me, and takes another step back, his eyes fixed on some point behind me. ""I'll just, uh, go,"" he says, and turns to leave, but not before I catch a glimpse of a faint smile on his face."
The expression he makes is like the meme of that one kid who smiles and then immediately bursts into tears.,West is staring at me like he’s doomed but must pretend to be happy about it. “Anna. You look… great?”,40,"His face contorts in a mixture of emotions, as if he's trying to hold back laughter, but the absurdity of the situation is too much to bear, and he ends up with a goofy grin that's both endearing and ridiculous. It's a look that's equal parts adorable and pitiful, making it impossible not to laugh at the sheer ridiculousness of it all. The image of that meme kid is forever etched in our collective consciousness, and this guy's expression is like a real-life manifestation of that same emotional rollercoaster."
"Stepping aside, I let him pass, and he pulls up short at what’s on the television screen. Conan is",enthusiastically fucking a witch in a cave. We both clear our throats and look up at the ceiling instead.,38,"standing in front of a city skyline, microphone in hand, and a serious expression on his face. My roommate's eyes are glued to the screen as Conan begins to speak, his voice low and urgent. I can tell by the look on his face that something is wrong, and I feel a shiver run down my spine as I turn to listen. The words ""breaking news"" flash across the screen, and Conan's voice grows more serious, his words tumbling out in a rush. My roommate and I stand there, frozen, as the news sinks in, our minds struggling to process the enormity of what we're being told. The room around us fades away, and all that's left is the sound of Conan's voice, the city skyline behind him, and the weight of the news that's about to change everything."
"He adjusts his posture on the sofa, turning slightly to face me. Oh, right. He came here to","ask me for help. I sit up, too, tucking a loose strand of hair behind my ear. Focus, Anna.",37,"talk to me about something, but I'm not sure what it could be. His eyes seem to be searching for the right words, and for a moment, we just sit there in silence. The sound of the TV in the background is the only noise breaking the stillness. He clears his throat, and I can sense a mix of nervousness and determination in his voice as he begins to speak. ""I've been wanting to tell you something for a while now,"" he says slowly, his words hanging in the air like a challenge. I lean forward, my curiosity piqued, and wait for him to continue."
"“I knew what Jake ordered for lunch and what kinds of stupid movies would make him laugh, and I could predict all his pickup lines","at parties, but we didn’t ever, like, sit down and do backstory. He didn’t even mention he had a brother until he suggested I marry you.”",51,"by heart. I knew the way he'd smile when he was nervous, the way his eyes would light up when he was excited, and the way his voice would drop to a whisper when he was trying to be romantic. I knew him better than I knew myself, and yet, despite all of this, I couldn't help but feel like I was losing him. It was as if the more I knew him, the more he slipped away from me, like sand between my fingers. I tried to hold on tighter, to grasp at the fragments of our relationship, but it was no use. He was fading away, and I was powerless to stop it. I felt like I was drowning in a sea of memories, each one a reminder of what we had, and what we were losing. I knew every inch of his body, every curve and every contour, but I couldn't reach him, couldn't touch him, couldn't make him stay."
