en_first_half,en_second_half,en_word_count,en_results_raw
"Aside from Eager Beaver, there are fourteen of us starting today. Fourteen of us fresh out of top-five graduate programs, and prestigious internships, and CV-beefing industry","jobs accepted exclusively to look more attractive during NASA’s next round of recruitment. There’re fourteen of us, and the thirteen that aren’t me are all nodding enthusiastically.",53,"experiences, all gathered in this conference room, eager to make our mark on the world. We're the crème de la crème, the best of the best, and we know it. Our eyes are fixed on the prize, and we're ready to put in the long hours, the hard work, and the dedication required to reach the top. The air is electric with anticipation as we wait for the CEO to take the stage and outline our mission. We're a team of high-achievers, and we're ready to take on whatever challenges come our way. The question on everyone's mind is, what will be the first hurdle we need to overcome? Will it be a difficult project, a tough client, or something entirely unexpected? Whatever it is, we're ready to face it head-on, as a team, and come out on top."
"The truth, though, is quite the opposite. I hated school at first sight—with the direct consequence that school hated the sullen, listless child that I was right back. In the first grade, I refused to learn how to write my name, even though Hannah is only three letters repeated twice. In junior high, I set a school record for the highest number of consecutive detention days—what happens when","you decide to take a stand and not do homework for any of your classes because they are too boring, too difficult, too useless, or all of the above. Until the end of my sophomore year, I couldn’t wait to graduate and leave all of school behind: the books, the teachers, the grades, the cliques. Everything. I didn’t really have a plan for after, except for leaving now behind.",137,"you're a teenager with a bad attitude and a penchant for talking back to teachers. I was a master of finding creative ways to get out of doing my homework, and my grades suffered as a result. But despite my struggles in school, I found solace in reading and writing. I devoured books of all kinds, from science fiction to romance novels, and I spent hours scribbling in my journal, pouring out my thoughts and feelings onto the page. It wasn't until I stumbled upon a creative writing class in high school that I finally found my passion. For the first time, I felt like I was doing something that truly mattered to me, something that allowed me to express myself in a way that felt authentic. I began to see that writing wasn't just a chore, but a way to tap into my imagination and bring my ideas to life. As I delved deeper into the world of creative writing, I started to realize that my struggles in school had actually been a blessing in disguise. They had forced me to find alternative ways to learn and express myself, and had ultimately led me to discover my true passion. I began to see that success isn't just about getting good grades or following the traditional path, but about finding what truly sets your soul on fire and pursuing it with reckless abandon. And for me, that thing was writing."
"“It’s like space is your whole personality,” the girl I casually hooked up with during most of my sophomore year of undergrad told me. It was after I explained that no, thank you, I wasn’t interested in going out for coffee to meet her friends because of a lecture on","Kalpana Chawla I was planning to attend. “Do you have any other interests?” she asked. I threw her a quick “Nope,” waved good-bye, and wasn’t too surprised when, the following week, she didn’t reply to my offer to meet up. After all, I clearly couldn’t give her what she wanted.",100,"the societal implications of astrological signs on relationships. She laughed and said, ""You're so extra, always talking about the stars and planets like they're people."" I shrugged, not really understanding what she meant. To me, the stars and planets were people – or at least, they were a part of me. My grandmother used to tell me stories about how the constellations were our ancestors, guiding us through the darkness. I never really believed her, but there was something comforting about the idea."
"“Yeah, I’m not sure.” She shrugs and continues to make her way through a Tupperware of broccoli, an apple, and approximately two fucktons of Cheez-Its. “I don’t really know much about him. His parents divorced, then people in my family had arguments and stopped talking to each other. There was a lot of","prime Floyd dysfunction happening, so I haven’t actually spoken to him in years. But I heard from one of my other cousins that he was working on that thing that landed on Mars back when we were in high school. It was called something like . . . Contingency, or Carpentry, or Crudity—”",106," drama and tension, and I think that's why I never really got to know him that well. I mean, I've seen him at family gatherings and stuff, but we never really talked about anything deep. He always seemed kind of... distant, I guess. Like he was observing everything from the outside, but not really participating. I've heard rumors that he's been through some tough times, but I don't know if that's true. My mom says he's a good person, but she's always been a bit of a peacemaker, you know? She tries to see the best in everyone, even when they're being kind of crappy. Anyway, I'm sure he's fine. I mean, he's a grown man, right? He can take care of himself. Still, it's weird to think about him being back in town. I wonder what he's going to be like now. Is he still all brooding and intense, or has he mellowed out a bit? I guess I'll just have to wait and see. Maybe I'll run into him around town or something. Who knows, maybe we'll even become friends or something. Ha! Yeah, right. I wouldn't count on it. "
"“I think so. Do the dates add up? Maybe it was some kind of summer internship? But honestly, it might just be Floyd family lore. I have an aunt who insists that we’re related to","the Finnish royals, and according to Wikipedia there are no Finnish royals. So.” She shrugs and pops another handful of Cheez-Its in her mouth. “Would you like me to ask around, though? For the assignment?”",70,"Benjamin Franklin, but I've never been able to verify that claim. Anyway, I'm pretty sure my grandfather worked at the lab during the war, and he used to tell us stories about the scientists who worked there. He said they were all geniuses, but a bit eccentric. I remember him talking about one scientist in particular who was working on a top-secret project. He never told us what it was, but he said it was going to change the world. I've always been fascinated by those stories and I've tried to learn more about the lab's history, but it's not easy to find information. I've heard rumors that the lab was involved in some pretty classified research, and that's why so much of its history is still shrouded in secrecy. Despite the mystery surrounding it, I feel a strong connection to the lab and I'm determined to uncover more about its past and my family's role in it."
"“By the way, I sent you my cousin-or-something’s contact info a while ago,” Mara tells me one night. We’re at the",cheapest grad bar we’ve been able to find. She’s on her second Midori sour of the night. “Did you get it?”,42,"local diner, sipping coffee and discussing our plans for the upcoming summer. I rack my brain, trying to remember who Mara's cousin is and why I would need their contact information. ""Who's that again?"" I ask, taking a sip of my coffee. Mara rolls her eyes good-naturedly. ""You're kidding, right? I told you all about him. He's my mom's sister's son, so I guess that makes him my first cousin once removed or something. Anyway, his name is Alex, and he's a total genius when it comes to fixing cars. I thought you might need his help with your old clunker."" I nod, vaguely remembering Mara mentioning someone named Alex in passing. ""Oh yeah, I think I remember now. You said he was going to school to be a mechanic or something?"" Mara nods enthusiastically. ""That's the one. He's actually graduating at the top of his class and is looking for a job. I was thinking maybe you could hook him up with your dad or something."" I raise an eyebrow, intrigued by the idea. ""That's not a bad idea, actually. My dad is always looking for talented young mechanics to work at the shop. I'll have to give Alex a call and set something up."" Mara grins, satisfied that she's been able to help. ""I knew you two would get along. I'll send you his number again, just in case you lost it."" I smile, feeling grateful for Mara's thoughtful gesture. ""Thanks, Mara. You're a lifesaver."""
"He frowns, as if momentarily blanking on Mara’s name. “Ah, yes.” He nods. Only once. “Apparently,” he adds, which makes me laugh. He waits for me to take a seat","across from him before folding back in his chair. I notice that he doesn’t hold out his hand, nor does he smile. Interesting. “Thank you for agreeing to meet with me.”",61,"before continuing, his eyes drifting to the small, leather-bound book lying open on the table between us. The pages are yellowed and crackling, filled with handwritten notes in a language I don't recognize. He follows my gaze and smiles wryly, his eyes crinkling at the corners. ""Just a little something I've been working on,"" he says, his tone dismissive, but his eyes betraying a spark of excitement. I raise an eyebrow, intrigued despite myself, and he leans forward, his elbows on his knees. ""You see, I've been studying the ancient lore of our people,"" he begins, his voice taking on a conspiratorial tone, ""and I think I may have stumbled upon something incredible."" He pauses, studying me intently, as if gauging my reaction. I lean forward, my curiosity piqued, and he launches into a passionate explanation of his theories, his words spilling out in a rush. As I listen, I find myself becoming increasingly entranced, my initial skepticism giving way to a growing sense of wonder."
"“Officially: unclear. But I’m fairly sure my brother made CDs of it. Sent them to local TV stations and whatnot.” He gestures vaguely, and his forearm is dusted with freckles and pale-red hair. I want to grab his wrist, hold it in front","of my eyes, study it at my leisure. Trace, smell, touch. “I haven’t spent a holiday with the Floyd side of the family in twenty years, but I’m told that the video is a source of great entertainment for all age groups at Thanksgiving.”",87,"of my face, and examine it more closely. The way the freckles cluster together, like constellations on a star chart, is identical to the pattern on my own arm. It's a small, silly thing, but it makes me feel a pang of connection to this stranger, this brother I barely know. I look up at him, and he's watching me with a curious expression, as if he's trying to read my thoughts. ""You okay?"" he asks, and I nod, feeling a little self-conscious. ""Yeah, I'm fine. Just...it's just weird, you know?"" He nods sympathetically, and we sit there in silence for a moment, the only sound the hum of the refrigerator in the kitchen. Then, he speaks up again, his voice a little softer. ""I think I might have some of those CDs around here somewhere. If you want, I can try to dig them up."" I nod eagerly, feeling a spark of excitement. ""Yeah, that would be great. I'd love to see them."" He smiles, and pushes himself up from the couch, his joints creaking slightly as he stands. ""Okay, let me go take a look."" He disappears into the back room, leaving me alone in the dimly lit living room. I take a deep breath, feeling a sense of trepidation mixed with anticipation. What will I find on those CDs? And what will it mean for me, for my family, for our strange and complicated history?"
"The section is in C++. Which happens to be the very first language I taught myself back in high school, when every single Google search for “Skills + Necessary + NASA” led to the sad result of “Programming.” Python came after. Then SQL. Then HAL/S. For each language, I started out convinced that chewing on","glass would surely be preferable. Then, at some point along the way, I began thinking in terms of functions, variables, conditional loops. A little after that, reading code became a bit like inspecting the label on the back of the conditioner bottle while showering: not particularly fun, but overall easy. I do have some talents, apparently.",111,"the syntax and semantics would be enough to make me proficient. I was wrong every time. It wasn't until I started working on actual projects, applying the concepts I had learned to real-world problems, that I began to feel like I truly understood the languages. And even then, there was always more to learn. I remember spending hours poring over lines of code, trying to debug a particularly stubborn issue, only to realize that the solution was something simple that I had overlooked. It was a humbling experience, but it taught me the value of perseverance and attention to detail. As I continued to learn and grow as a programmer, I began to appreciate the unique strengths and weaknesses of each language. I learned to choose the right tool for the job, and to adapt my approach to suit the specific needs of each project. And through it all, I developed a deep respect for the complexity and beauty of programming, and a passion for the endless possibilities that it offers. Looking back, I'm grateful for that initial search result that led me to programming, and for the journey that it set me on. It's a journey that I'm still on today, and one that I'm excited to see where it will take me next."
"My heart rate picks up. Warmth twists in my lower stomach. I lean forward with a smile, feeling like I’m finally in my element. This, this, is what I know best. Depending on how busy I am with school, or work, or binge-watching K-dramas,","I do this about once a week. Which amounts to quite a bit of practice. “Maybe I could come to your place?” I say, finding the sweet spot between comically suggestive and Let’s get together to play Cards Against Humanity. “And you could show me?”",89,"I usually spend anywhere from a few hours to an entire day perfecting my craft. The rush of adrenaline I get from being in the midst of a creative storm is like no other. My senses come alive as I lose myself in the intricate dance of colors, textures, and patterns. Time becomes irrelevant, and all that matters is the symphony of art unfolding before me. The world outside fades away, and I am one with my imagination, free to explore the depths of my creativity. As I delve deeper into my art, I feel an overwhelming sense of calm wash over me, a sense of being exactly where I am meant to be. The world may be chaotic, but in this moment, all is right with the world. My brush strokes become more confident, my colors more vibrant, and my passion more palpable. I am in my happy place, where nothing else matters but the art, and I am one with the creative universe."
